Time, Lateral Acceleration, Lateral Velocity, Yaw Rate, FyF, FyR, FzF, FzR, aSlipF, aSlipR
1.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.27, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.28, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.29, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.30, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.31, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.32, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.33, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.34, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.35, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.36, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.37, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.38, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.39, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.40, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.41, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.42, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.43, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.44, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.45, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.45, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
1.45, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
