Time, Lateral Acceleration, Lateral Velocity, Yaw Rate, FyF, FyR, FzF, FzR, aSlipF, aSlipR
7.73, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.73, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.73, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.73, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.73, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.73, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.74, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.75, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.76, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.77, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.78, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.79, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.80, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.81, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.82, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.83, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.84, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.85, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.86, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.87, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.88, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.89, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.90, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.91, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.92, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.93, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.94, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.95, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.95, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.95, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.95, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.95, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.95, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.95, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
7.95, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
